id,name,description,ingredients,steps,tags,minutes
286,Tofu Pad Thai,"A delicious and authentic Tofu Pad Thai, honoring traditional Thailand cooking methods.","['500g tofu', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the tofu by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the tofu and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['tofu', 'thailand', 'authentic', 'category:main']",45
287,Miso Soup with Tofu,"A delicious and authentic Miso Soup with Tofu, honoring traditional Japan cooking methods.","['500g tofu', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the tofu by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the tofu and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['tofu', 'japan', 'authentic', 'category:main']",45
288,Korean Sundubu Jjigae,"A delicious and authentic Korean Sundubu Jjigae, honoring traditional Global cooking methods.","['500g tofu', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the tofu by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the tofu and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['tofu', 'global', 'authentic', 'category:main']",45
289,Tofu Scramble,"A delicious and authentic Tofu Scramble, honoring traditional vegan cooking methods.","['500g tofu', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the tofu by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the tofu and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['tofu', 'vegan', 'authentic', 'category:main']",45
290,Vegetable Stir Fry,"A delicious and authentic Vegetable Stir Fry, honoring traditional Asia cooking methods.","['500g vegetables', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the vegetables by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the vegetables and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['vegetables', 'asia', 'authentic', 'category:main']",45
291,Ratatouille,"A delicious and authentic Ratatouille, honoring traditional France cooking methods.","['500g vegetables', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the vegetables by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the vegetables and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['vegetables', 'france', 'authentic', 'category:main']",45
292,Veg Biryani,"A delicious and authentic Veg Biryani, honoring traditional India cooking methods.","['500g vegetables', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the vegetables by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the vegetables and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['vegetables', 'india', 'authentic', 'category:main']",45
293,Aloo Gobi,"A delicious and authentic Aloo Gobi, honoring traditional India cooking methods.","['500g vegetables', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the vegetables by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the vegetables and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['vegetables', 'india', 'authentic', 'category:main']",45
294,Mixed Veg Curry,"A delicious and authentic Mixed Veg Curry, honoring traditional Global cooking methods.","['500g vegetables', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the vegetables by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the vegetables and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['vegetables', 'global', 'authentic', 'category:main']",45
295,Minestrone Soup,"A delicious and authentic Minestrone Soup, honoring traditional Italy cooking methods.","['500g vegetables', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the vegetables by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the vegetables and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['vegetables', 'italy', 'authentic', 'category:main']",45
296,Veg Sushi,"A delicious and authentic Veg Sushi, honoring traditional Japan cooking methods.","['500g vegetables', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the vegetables by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the vegetables and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['vegetables', 'japan', 'authentic', 'category:main']",45
297,Falafel,"A delicious and authentic Falafel, honoring traditional Middle East cooking methods.","['500g vegetables', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the vegetables by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the vegetables and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['vegetables', 'middle-east', 'authentic', 'category:main']",45
298,Hummus,"A delicious and authentic Hummus, honoring traditional Global cooking methods.","['500g vegetables', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the vegetables by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the vegetables and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['vegetables', 'global', 'authentic', 'category:main']",45
299,Stuffed Peppers,"A delicious and authentic Stuffed Peppers, honoring traditional Global cooking methods.","['500g vegetables', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the vegetables by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the vegetables and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['vegetables', 'global', 'authentic', 'category:main']",45
300,Veg Lasagna,"A delicious and authentic Veg Lasagna, honoring traditional Global cooking methods.","['500g vegetables', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the vegetables by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the vegetables and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['vegetables', 'global', 'authentic', 'category:main']",45
301,Buddha Bowl,"A delicious and authentic Buddha Bowl, honoring traditional Global cooking methods.","['500g vegetables', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the vegetables by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the vegetables and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['vegetables', 'global', 'authentic', 'category:main']",45
302,Salad varieties,"A delicious and authentic Salad varieties, honoring traditional global cooking methods.","['500g vegetables', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the vegetables by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the vegetables and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['vegetables', 'global', 'authentic', 'category:main']",45
303,Paella,"A delicious and authentic Paella, honoring traditional Spain – seafood/meat mix cooking methods.","['500g ingredients', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the ingredients by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the ingredients and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['ingredients', 'spain-–-seafood/meat-mix', 'authentic', 'category:main']",45
304,Jambalaya,"A delicious and authentic Jambalaya, honoring traditional USA cooking methods.","['500g ingredients', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the ingredients by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the ingredients and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['ingredients', 'usa', 'authentic', 'category:main']",45
